model,fit_order,fit_time,fit_time_marginal,pred_time_test,pred_time_test_marginal,pred_time_val,pred_time_val_marginal,score_test,score_val,stack_level,auc_score
CatBoost_r9,14.0,20.28478725751241,20.28478725751241,0.0061105092366536455,0.0061105092366536455,0.0041662851969401045,0.0041662851969401045,0.8119287109375,0.8119287109375,1.0,0.8119287109375
RandomForestEntr,4.0,0.36565740903218585,0.36565740903218585,0.0337973435719808,0.0337973435719808,0.027478933334350586,0.027478933334350586,0.811630859375,0.811630859375,1.0,0.811630859375
CatBoost_r6,67.0,2.2938996950785318,2.2938996950785318,0.004534244537353516,0.004534244537353516,0.003655672073364258,0.003655672073364258,0.811162109375,0.811162109375,1.0,0.811162109375
CatBoost_r49,43.0,1.2550281683603923,1.2550281683603923,0.0042340755462646484,0.0042340755462646484,0.003596067428588867,0.003596067428588867,0.8111149088541666,0.8111149088541666,1.0,0.8111149088541666
CatBoost_r5,55.0,1.188848574956258,1.188848574956258,0.004498640696207683,0.004498640696207683,0.003508965174357096,0.003508965174357096,0.8106046549479168,0.8106046549479168,1.0,0.8106046549479168
ExtraTrees_r4,52.0,0.2753142515818278,0.2753142515818278,0.021808783213297527,0.021808783213297527,0.026444037755330402,0.026444037755330402,0.81057373046875,0.81057373046875,1.0,0.81057373046875
CatBoost_r177,11.0,2.9168221155802407,2.9168221155802407,0.00441741943359375,0.00441741943359375,0.004503011703491211,0.004503011703491211,0.8101375325520833,0.8101375325520833,1.0,0.8101375325520833
RandomForest_r166,60.0,0.26517510414123535,0.26517510414123535,0.03367900848388672,0.03367900848388672,0.026998519897460938,0.026998519897460938,0.8100602213541667,0.8100602213541667,1.0,0.8100602213541667
NeuralNetTorch,9.0,0.8697506586710612,0.8697506586710612,0.007945696512858072,0.007945696512858072,0.00556492805480957,0.00556492805480957,0.8100187174479166,0.8100187174479166,1.0,0.8100187174479166
RandomForest_r34,47.0,1.111721118291219,1.111721118291219,0.02267034848531087,0.02267034848531087,0.02750674883524577,0.02750674883524577,0.8096793619791667,0.8096793619791667,1.0,0.8096793619791667
LightGBM_r196,34.0,7.251353661219279,7.251353661219279,0.012741486231486002,0.012741486231486002,0.00406956672668457,0.00406956672668457,0.8096337890624999,0.8096337890624999,1.0,0.8096337890624999
CatBoost_r128,50.0,18.29343835512797,18.29343835512797,0.005257765452067058,0.005257765452067058,0.0042552947998046875,0.0042552947998046875,0.80959228515625,0.80959228515625,1.0,0.80959228515625
ExtraTrees_r172,29.0,0.34505502382914227,0.34505502382914227,0.03220923741658529,0.03220923741658529,0.027304649353027344,0.027304649353027344,0.8095166015625,0.8095166015625,1.0,0.8095166015625
ExtraTrees_r126,76.0,0.21442453066507974,0.21442453066507974,0.031887054443359375,0.031887054443359375,0.027431646982828777,0.027431646982828777,0.80944091796875,0.80944091796875,1.0,0.80944091796875
ExtraTrees_r178,59.0,0.3359183470408122,0.3359183470408122,0.03147101402282715,0.03147101402282715,0.03174694379170736,0.03174694379170736,0.8091267903645832,0.8091267903645832,1.0,0.8091267903645832
RandomForestGini,3.0,0.4197300275166829,0.4197300275166829,0.03266127904256185,0.03266127904256185,0.027474641799926758,0.027474641799926758,0.8089506022135416,0.8089506022135416,1.0,0.8089506022135416
ExtraTrees_r42,18.0,0.3648077646891276,0.3648077646891276,0.027861277262369793,0.027861277262369793,0.027252753575642902,0.027252753575642902,0.8088232421875,0.8088232421875,1.0,0.8088232421875
NeuralNetTorch_r158,40.0,1.4961429437001545,1.4961429437001545,0.008627176284790039,0.008627176284790039,0.006374359130859375,0.006374359130859375,0.8084611002604166,0.8084611002604166,1.0,0.8084611002604166
CatBoost_r167,36.0,5.299262921015422,5.299262921015422,0.00474095344543457,0.00474095344543457,0.0037380059560139975,0.0037380059560139975,0.8081331380208333,0.8081331380208333,1.0,0.8081331380208333
ExtraTrees_r197,71.0,0.4335387547810872,0.4335387547810872,0.032426675160725914,0.032426675160725914,0.027287642161051433,0.027287642161051433,0.8076000976562501,0.8076000976562501,1.0,0.8076000976562501
LightGBM_r135,65.0,0.6809570789337158,0.6809570789337158,0.0029376347859700522,0.0029376347859700522,0.001735369364420573,0.001735369364420573,0.8073844401041667,0.8073844401041667,1.0,0.8073844401041667
NeuralNetTorch_r22,16.0,1.3286443551381428,1.3286443551381428,0.008653640747070312,0.008653640747070312,0.006296316782633464,0.006296316782633464,0.807275390625,0.807275390625,1.0,0.807275390625
LightGBM_r188,22.0,3.6104156176249185,3.6104156176249185,0.00484927495320638,0.00484927495320638,0.0018996397654215496,0.0018996397654215496,0.8069376627604167,0.8069376627604167,1.0,0.8069376627604167
LightGBM_r42,83.0,1.523290713628133,1.523290713628133,0.0019307931264241536,0.0019307931264241536,0.0017036596934000652,0.0017036596934000652,0.8067716471354167,0.8067716471354167,1.0,0.8067716471354167
RandomForest_r15,64.0,2.3064914544423423,2.3064914544423423,0.023906628290812176,0.023906628290812176,0.026889244715372723,0.026889244715372723,0.8067447916666666,0.8067447916666666,1.0,0.8067447916666666
ExtraTrees_r49,44.0,0.21197287241617838,0.21197287241617838,0.03354787826538086,0.03354787826538086,0.025818506876627605,0.025818506876627605,0.8066825358072917,0.8066825358072917,1.0,0.8066825358072917
ExtraTreesGini,6.0,0.20123163859049478,0.20123163859049478,0.03449511528015137,0.03449511528015137,0.026580333709716797,0.026580333709716797,0.8066825358072917,0.8066825358072917,1.0,0.8066825358072917
NeuralNetTorch_r14,31.0,0.4095425605773926,0.4095425605773926,0.009244044621785482,0.009244044621785482,0.005266745885213216,0.005266745885213216,0.8057796223958333,0.8057796223958333,1.0,0.8057796223958333
NeuralNetTorch_r143,49.0,1.9658669630686443,1.9658669630686443,0.010100364685058594,0.010100364685058594,0.009351650873819986,0.009351650873819986,0.8055598958333334,0.8055598958333334,1.0,0.8055598958333334
NeuralNetTorch_r87,56.0,1.0254329840342205,1.0254329840342205,0.007344643274943034,0.007344643274943034,0.005463600158691406,0.005463600158691406,0.8054581705729168,0.8054581705729168,1.0,0.8054581705729168
RandomForest_r127,46.0,2.6221206982930503,2.6221206982930503,0.027876615524291992,0.027876615524291992,0.027628262837727863,0.027628262837727863,0.8054541015625,0.8054541015625,1.0,0.8054541015625
NeuralNetTorch_r121,72.0,1.5293152332305908,1.5293152332305908,0.009512742360432943,0.009512742360432943,0.006013075510660808,0.006013075510660808,0.8054492187500001,0.8054492187500001,1.0,0.8054492187500001
XGBoost_r31,61.0,1.5683136781056721,1.5683136781056721,0.008719046910603842,0.008719046910603842,0.003408670425415039,0.003408670425415039,0.8052172851562499,0.8052172851562499,1.0,0.8052172851562499
RandomForest_r195,21.0,3.381533225377401,3.381533225377401,0.02591864267985026,0.02591864267985026,0.027319590250651043,0.027319590250651043,0.8051383463541667,0.8051383463541667,1.0,0.8051383463541667
RandomForest_r39,35.0,2.650888999303182,2.650888999303182,0.0236817200978597,0.0236817200978597,0.02691992123921712,0.02691992123921712,0.8048002115885416,0.8048002115885416,1.0,0.8048002115885416
RandomForest_r16,73.0,3.3382977644602456,3.3382977644602456,0.03363537788391113,0.03363537788391113,0.026798009872436523,0.026798009872436523,0.8039168294270834,0.8039168294270834,1.0,0.8039168294270834
LightGBMXT,1.0,1.2582003275553386,1.2582003275553386,0.0025246143341064453,0.0025246143341064453,0.0017250378926595051,0.0017250378926595051,0.8037093098958333,0.8037093098958333,1.0,0.8037093098958333
NeuralNetTorch_r1,84.0,1.6630922953287761,1.6630922953287761,0.00800784428914388,0.00800784428914388,0.006016333897908528,0.006016333897908528,0.8036848958333334,0.8036848958333334,1.0,0.8036848958333334
XGBoost_r22,66.0,1.0333949724833171,1.0333949724833171,0.006387631098429362,0.006387631098429362,0.0033686161041259766,0.0033686161041259766,0.8031013997395834,0.8031013997395834,1.0,0.8031013997395834
CatBoost_r180,69.0,10.004817962646484,10.004817962646484,0.004751682281494141,0.004751682281494141,0.004079659779866536,0.004079659779866536,0.8027596028645835,0.8027596028645835,1.0,0.8027596028645835
NeuralNetTorch_r185,62.0,1.1851793924967449,1.1851793924967449,0.009246587753295898,0.009246587753295898,0.005965232849121094,0.005965232849121094,0.8023006184895833,0.8023006184895833,1.0,0.8023006184895833
XGBoost_r98,38.0,4.40386160214742,4.40386160214742,0.012581427892049154,0.012581427892049154,0.006400346755981445,0.006400346755981445,0.8021752929687501,0.8021752929687501,1.0,0.8021752929687501
XGBoost_r89,23.0,1.1407363414764404,1.1407363414764404,0.006357034047444661,0.006357034047444661,0.0035676956176757812,0.0035676956176757812,0.8019856770833332,0.8019856770833332,1.0,0.8019856770833332
NeuralNetTorch_r31,51.0,0.5956543286641439,0.5956543286641439,0.007253249486287435,0.007253249486287435,0.005854209264119466,0.005854209264119466,0.8015014648437501,0.8015014648437501,1.0,0.8015014648437501
NeuralNetTorch_r89,85.0,1.516774574915568,1.516774574915568,0.0068264007568359375,0.0068264007568359375,0.00596006711324056,0.00596006711324056,0.8014461263020833,0.8014461263020833,1.0,0.8014461263020833
NeuralNetTorch_r36,77.0,0.7247130076090494,0.7247130076090494,0.008283376693725586,0.008283376693725586,0.005486329396565755,0.005486329396565755,0.8014152018229167,0.8014152018229167,1.0,0.8014152018229167
NeuralNetTorch_r30,24.0,1.5390748977661133,1.5390748977661133,0.009256919225056967,0.009256919225056967,0.0068365732828776045,0.0068365732828776045,0.8009488932291666,0.8009488932291666,1.0,0.8009488932291666
XGBoost_r95,81.0,1.0920364061991374,1.0920364061991374,0.005493958791097005,0.005493958791097005,0.0034221013387044272,0.0034221013387044272,0.8006844075520833,0.8006844075520833,1.0,0.8006844075520833
NeuralNetTorch_r86,26.0,0.6868574619293213,0.6868574619293213,0.007403930028279622,0.007403930028279622,0.006363709767659505,0.006363709767659505,0.8001578776041667,0.8001578776041667,1.0,0.8001578776041667
NeuralNetTorch_r79,12.0,1.3358033498128254,1.3358033498128254,0.008156061172485352,0.008156061172485352,0.006102959314982097,0.006102959314982097,0.8000089518229166,0.8000089518229166,1.0,0.8000089518229166
XGBoost_r34,82.0,1.8846314748128254,1.8846314748128254,0.0057938893636067705,0.0057938893636067705,0.003485600153605143,0.003485600153605143,0.7997143554687499,0.7997143554687499,1.0,0.7997143554687499
LightGBM_r143,45.0,1.8522476355234783,1.8522476355234783,0.004061698913574219,0.004061698913574219,0.002175013224283854,0.002175013224283854,0.7993896484374999,0.7993896484374999,1.0,0.7993896484374999
LightGBM_r15,39.0,1.665333906809489,1.665333906809489,0.0033359527587890625,0.0033359527587890625,0.0019659201304117837,0.0019659201304117837,0.7989558919270833,0.7989558919270833,1.0,0.7989558919270833
LightGBM_r131,13.0,2.5428210894266763,2.5428210894266763,0.004578908284505208,0.004578908284505208,0.002182642618815104,0.002182642618815104,0.7985310872395833,0.7985310872395833,1.0,0.7985310872395833
NeuralNetTorch_r135,75.0,1.5312741597493489,1.5312741597493489,0.010302066802978516,0.010302066802978516,0.006460746129353841,0.006460746129353841,0.7981412760416667,0.7981412760416667,1.0,0.7981412760416667
LightGBM_r121,68.0,3.5216921170552573,3.5216921170552573,0.005113681157430013,0.005113681157430013,0.00244140625,0.00244140625,0.7981005859375,0.7981005859375,1.0,0.7981005859375
XGBoost,8.0,1.6235429445902507,1.6235429445902507,0.0071252187093098955,0.0071252187093098955,0.0251003901163737,0.0251003901163737,0.7979280598958334,0.7979280598958334,1.0,0.7979280598958334
NeuralNetTorch_r41,37.0,0.8773618539174398,0.8773618539174398,0.007810354232788086,0.007810354232788086,0.005529562632242839,0.005529562632242839,0.79532470703125,0.79532470703125,1.0,0.79532470703125
LightGBM_r161,32.0,3.131237030029297,3.131237030029297,0.004961729049682617,0.004961729049682617,0.002663294474283854,0.002663294474283854,0.7953035481770834,0.7953035481770834,1.0,0.7953035481770834
XGBoost_r49,54.0,1.9499510129292805,1.9499510129292805,0.006727933883666992,0.006727933883666992,0.0035523573557535806,0.0035523573557535806,0.79513916015625,0.79513916015625,1.0,0.79513916015625
LightGBM,2.0,1.4143273035685222,1.4143273035685222,0.0019896825154622397,0.0019896825154622397,0.0016783078511555989,0.0016783078511555989,0.7937980143229167,0.7937980143229167,1.0,0.7937980143229167
NeuralNetTorch_r19,80.0,0.7833420435587565,0.7833420435587565,0.006854693094889323,0.006854693094889323,0.005430062611897786,0.005430062611897786,0.7936385091145833,0.7936385091145833,1.0,0.7936385091145833
XGBoost_r33,17.0,3.226166248321533,3.226166248321533,0.009161790211995443,0.009161790211995443,0.003626585006713867,0.003626585006713867,0.7922615559895835,0.7922615559895835,1.0,0.7922615559895835
XGBoost_r194,28.0,1.2672483921051025,1.2672483921051025,0.00872643788655599,0.00872643788655599,0.0055993398030598955,0.0055993398030598955,0.7916495768229167,0.7916495768229167,1.0,0.7916495768229167
NeuralNetTorch_r71,57.0,0.4060057799021403,0.4060057799021403,0.006386677424112956,0.006386677424112956,0.005220333735148112,0.005220333735148112,0.7905741373697918,0.7905741373697918,1.0,0.7905741373697918
NeuralNetTorch_r76,70.0,0.6116557121276855,0.6116557121276855,0.007135629653930664,0.007135629653930664,0.005493720372517903,0.005493720372517903,0.7890535481770833,0.7890535481770833,1.0,0.7890535481770833
NeuralNetTorch_r197,42.0,0.4547819296518962,0.4547819296518962,0.007791598637898763,0.007791598637898763,0.00545803705851237,0.00545803705851237,0.787470703125,0.787470703125,1.0,0.787470703125
LightGBMLarge,10.0,6.387226025263469,6.387226025263469,0.0036832491556803384,0.0036832491556803384,0.0019420782725016277,0.0019420782725016277,0.7782063802083333,0.7782063802083333,1.0,0.7782063802083333
