mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__class_weight,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_smote__k_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12737317085266114,0.02273685671612335,0.0037507057189941407,0.0017508246017655304,balanced,gini,10,2,2,100,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 4}",-0.4267393819480223,-0.551456652180805,-0.5666749451344243,-0.6066620312360734,-0.46961694917332836,-0.5242299919345307,0.06606800989722136,615
0.12493534088134765,0.008449149070115446,0.004964065551757812,0.0024961590384046527,balanced,gini,10,2,2,100,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'smote__k_neighbors': 5}",-0.45300966694209627,-0.5315334707823361,-0.5486175185773039,-0.5781912024242128,-0.4498430902179529,-0.5122389897887804,0.05185890410193209,449
0.18382859230041504,0.005077567403576076,0.006182956695556641,0.00272229979990628,balanced,gini,10,2,2,150,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 3}",-0.4339043670722684,-0.5200933844408492,-0.5179135178036266,-0.5925201940123334,-0.46470035836363266,-0.5058263643385421,0.05427631030793201,278
0.1904822826385498,0.00967316363123055,0.005919599533081054,0.002313561900829144,balanced,gini,10,2,2,150,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 4}",-0.4276870941123125,-0.5474374953203863,-0.5563201609419882,-0.6030180534332059,-0.47011325629087186,-0.520915212019753,0.06319832143699794,592
0.1864619731903076,0.00853101991054777,0.007240819931030274,0.0029980978345359966,balanced,gini,10,2,2,150,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 150, 'smote__k_neighbors': 5}",-0.4518832753497557,-0.5335448603676661,-0.5460693708270291,-0.5722210863914592,-0.4536070278228271,-0.5114651241517474,0.04954555803393803,431
0.07491421699523926,0.012819908385892071,0.0024502754211425783,0.0010296091296891777,balanced,gini,10,2,5,50,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'smote__k_neighbors': 3}",-0.43853182061364376,-0.5286366678457627,-0.5431230112190797,-0.7683642527654252,-0.4310206634093318,-0.5419352831706485,0.12201858144135587,683
0.08028912544250488,0.021003972167277153,0.003244161605834961,0.0018271920259089682,balanced,gini,10,2,5,50,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'smote__k_neighbors': 4}",-0.43748525906289876,-0.5502104362253514,-0.5723944628382392,-0.6029260481346217,-0.48514851827849004,-0.5296329449079202,0.060156329283568816,639
0.06219239234924316,0.008217091825172145,0.0023625373840332033,0.0012080126669831914,balanced,gini,10,2,5,50,5,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'smote__k_neighbors': 5}",-0.45628924105030694,-0.5471433307830545,-0.5523346978873299,-0.5857570329482638,-0.4500336169932024,-0.5183115839324315,0.05485687247471539,560
0.12782735824584962,0.0037948076362737965,0.004896831512451172,0.0022548478501100656,balanced,gini,10,2,5,100,3,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'smote__k_neighbors': 3}",-0.4322876614334202,-0.531113038959261,-0.526696804525944,-0.5889334641299917,-0.4387317027040744,-0.5035525343505383,0.059775520329773395,243
0.13152785301208497,0.003065769392856491,0.004626226425170898,0.001992565677718027,balanced,gini,10,2,5,100,4,"{'clf__class_weight': 'balanced', 'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'smote__k_neighbors': 4}",-0.43111283304680553,-0.5492867054783507,-0.5722069700429454,-0.5964204584597417,-0.4739671063645973,-0.5245988146784881,0.062189348884219287,617
